Market_ID,Market_Name,Is_Organic,Is_Baked_Goods,Is_Cheese,Is_Crafts,Is_Flowers,Is_Eggs,Is_Seafood,Is_Herbs,Is_Vegetables,Is_Honey,Is_Jams,Is_Maple,Is_Meat,Is_Nursery,Is_Nuts,Is_Plants,Is_Poultry,Is_Prepared,Is_Soap,Is_Trees,Is_Wine,Is_Coffee,Is_Beans,Is_Fruits,Is_Grains,Is_Juices,Is_Mushrooms,Is_Pet_Food,Is_Tofu,Is_Wild_Harvested
1005258,Aina Moana  Park (People's Open Market),False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
1008054,Airport Farmers and Flea Market,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,False,True,False,True,False,True,False,True
1008612,Alachua County Farmers' Market,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True
1018304,Alamo Heights Farmers Market,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False,False
1004070,Alamosa Farmers Market,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,False
1021689,Albany Farmers' Market,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True
1019371,Albany IN Farmers Market,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1021578,Albany Square Farmers Market,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False
1000519,Alexandria Bay Farmers Market,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1019113,Alexandria Farmers Market,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1021464,Alexandria Farmers Market,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False
1021597,Algoma Sunday Farmers Market,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False
1019831,Allen County Farmers' Market,False,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
1019832,Allen County Farmers' Market,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1012389,Aloha Community Farmers' Market,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False
1020150,Alturas Farmers Market,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
1021309,Ambler Farmers' Market,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False
1011171,Ames Main Street Farmers' Market,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False,True,True,True,False,True
1003563,Amicalola Regional Farmers Market,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False
1019438,Amqui Station Farmers Market,False,True,True,True,False,True,False,False,True,True,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False
1012157,Anaconda Community Market,False,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False
1005944,Anacortes Farmers Market,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
1019647,Anderson County Farmers Market,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False
1020084,Anderson County Farmers Market ,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False
1003516,Andersonville Farmers Market,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,True
1020060,Andover Farmers Market,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True
1019484,Annandale Farmers Market ,False,True,False,False,True,True,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
1019096,Annandale Farmers Market - ACT,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False
1018934,"Antigo Farmers Market, Inc.",False,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,True,False,False,True
1019350,Antioch's Farmers Market,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False
1000431,Appleton Downtown Farm Market,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,False
1021359,Aquidneck Growers Market - Wednesday,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False
1021733,Aquidneck Growers Market Miantonomi Community Farmers Market,False,True,False,False,True,True,False,False,True,True,False,True,True,False,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False
1021732,Aquidneck Growers Market- Saturday Summer,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,False,True,False,True,True,False,False,False
1019662,Arlington Village Farmers Market,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,True
1019904,Armory Farmers Market,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False
1019222,Arnold Farmers Market,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,True,False,True
1019495,Artisan Alley Farmers and Makers Market,False,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,False
1020068,Artistlane Farmers Market,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,True
1009810,Ashland Farmers Market,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False
1021627,Astoria Sunday Market,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True
1001245,ASU Regional Farmers' Market,False,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,True,False,False
1002984,Atchison Farmers Market,False,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False
1005086,Athens Farmers Market,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True
1018033,"Athens Farmers Market, L.L.C.",True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False
1018032,"Athens Farmers Market, LLC",True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False
1021450,Athol Farmers Market,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False
1018330,"Attleboro Farmers Market, inc",True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,False,True,True,True,False,True
1021225,Atwater Village Farmers' Market,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,False
1019789,Auburn Farmers Market,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False
1021329,Aurora Farmers Market,False,True,False,True,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True
1000559,Aurora Local Farmer's Market - Summer Market,False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True
1021534,AUSTIN FARMERS MARKET ,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False
1019396,Avon Farmers Market,False,True,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
1019126,Avon Library Farmers Market,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
1021528,Backyard Market in Black Forest ,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,False,True,True,False,True
1021530,Backyard Market in Black Forest - Holiday ,False,True,True,True,False,True,False,True,True,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False
1021529,Backyard Market in Black Forest - Winter ,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True
1019044,Bainbridge Farm Market,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True
1019076,Baldwin's Main St. Farmers Market,True,True,False,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False
1021338,Ballard Farmers Market ,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
1021521,Bamberg Farmers Market,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1012081,Bangor Farmers' Market,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False
1021582,Barm Bargains Market,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,False,True,False,False,False,False,False,False
1001604,Barnegat Farmers Market,False,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
1020029,Barrow County Farmers Market,True,True,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False
1003335,Basalt Sunday Market,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False
1019871,Bassett Farmers Market,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1000436,Bastrop 1832 Farmers Market,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False
1021540,Batavia Farmers' Market,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,True,False,True,False,True,False,False
1021265,Batesville Farmers Market,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
1021443,Battle Creek Farmers Market,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False
1019617,Bay Area Farmers Market ,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,False,True
1019874,Beatrice Farmers Market Indian Creek Mall,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1020102,Beattyville Main Street Marketplace Locally Made Market,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
1018735,Beaumont Farmers' Market,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True
1019875,Beaver City Farmers Market,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1020097,Beaver Dam Farmer's Market,False,True,False,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1021630,Beaverdale Farmers Market,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False
1019853,Bedford Farmers Market,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,False,False
1019400,Bedminster Farmers Market,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,False,False,True
1010607,Bel Air Farmers' Market,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False
1011902,Belleville Farmer's Market,False,True,False,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1021363,Belleville Farmers Market,True,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1008140,Bellingham Farmers Market,True,True,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False
1002064,Belmont Farmers Market,False,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1011363,Belton Farmers Market,False,True,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1001316,Bemidji's Natural Choice Farmers Market,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
1001533,Benica Certified Farmers Market,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False
1018644,Bennet Farmers' Market,True,True,False,True,True,True,False,True,True,False,True,False,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False
1021403,Bentonville Farmers Market ,False,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False
1005183,Berkeley Springs Farmers Market,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,False,False,True
1019005,Berkey Farmers Market,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
1021628,Berwick Winter Farmers Market,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False
1019168,BESSEMER FARMERS MARKET,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
1019169,Bessemer Farmers Market at Medical West,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1019967,Bethalto Market In The Park,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1021322,"BETHANY BEACH FARMERS' MARKET, INC.",True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
1010406,Bethesda Central Farm Market,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True
1012494,Bethlehem Farmers' Market,False,True,False,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False
1020196,Beverly Hills Farmers Market,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False
1019765,Bexley Farmers Market,True,True,False,False,True,True,True,False,True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False
1005949,Big Bear Farmers Market,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True,False,False,True,False,False
1019338,Big Lake Farmers Market,False,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,True,True,False,False,True
1019339,Big Lake Winter Farmers Market,False,True,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,False,True,False,True,False,False,False,True
1019591,Billerica Farmers Market,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False
1021508,Birdsboro Farmers Market,False,True,False,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False
1011037,BisMarket,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,False
1012163,Blairstown Farmers' Market,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,False,True,False,False,True,False,False,False
1011829,Bloomfield Saturday Market,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,False,True,True,False,False,True
1018396,Bloomington Community Farmers' Market,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True
1018563,Bloomington Winter Farmers' Market,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,True
1019932,Blue Ash Farmers Market,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1020098,"Bluegrass Farmers Market, Inc",False,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False
1019372,Bluffton Farmers Market,True,True,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False
1019440,Bluffton Farmers' & Artisans' Market,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1018092,BMI Farmers' Market,False,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False
1018313,Boise Farmers Market,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True
1018316,BOISE FARMERS MARKET,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,True
1020101,Boone County Farmers Market,True,True,False,False,True,True,False,False,True,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False
1006833,Boone Farmers Market Association,False,True,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False
1019318,Boonville Farmers Market Inc,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False
1019693,Botetourt Farmer's Market ,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,False,True,False,False,True,False,False,True,False,False,True
1018394,Bottineau Farmers Market,False,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True
1001526,Boulder Farmers and Artisan's Market,False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1019165,Bowie Farmers' Market,False,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False
1020096,Boyd County Farmers Market - King's Daughters Medical Center,False,True,False,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
1020099,Boyd County Farmers Market - KYOVA Mall ,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
1019205,Boyne City Farmers Market,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True
1021248,Braeswood Farmers Market,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True
1018227,Braintree Farmers Market,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False
1002407,Brattleboro Area Farmers' Market,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,False,False,True
1011075,Brattleboro WInter Farmers' Market,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,False,True,False,True,False,False,False,True
1020113,Breathitt County Farmers' Market,False,True,False,True,False,True,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1018556,Bremerton Community Farmers Market,False,True,False,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False
1019146,Bridgewater Farmer's Market,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False
1018756,Brigham City Farmers Market,False,True,True,True,False,True,False,True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False
1005483,Brimfield at Hitchcock Free Academy,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False
1019905,Broad St. Farmers Market,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1019257,Broadway Farmers Market,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False
1019984,Brockton Farmers Market,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1019794,Bronzeville Growers Market,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False
1019527,BROOKINGS HARBOR FARMERS MARKET,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True
1021210,Brookline Farmers' Market,True,True,True,False,True,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False
1021736,Brookside Farmers' Market,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,False
1018891,Brooksville Farmers' Market,False,True,True,True,False,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False
1021515,Brookville Farmer's Market,False,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1021262,Broome County Regional Farmers Market,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True
1019906,Brown University Farmers Market,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False
1019727,Brownsburg Farmers Market,False,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False
1017968,Bruce Community Farmers Market,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,False,True,False,False,True,False,False,True
1008607,Brunswick-Topsham Land Trust Farmers' Market at Crystal Spring Farm,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,True,True,True,True,False,True,False,False,True
1021311,Bryn Mawr Farmers' Market,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True
